ticker,company,score,quality_grade,expected_gain_%,analyst_upside_%,hist_win_rate,hist_avg_return_%,hist_trades,rs_vs_spy,rs_vs_sector,sector,csp_signal,csp_reason,risk_flags,action,confidence,rsi,day_%,month_%,revenue_$B,institutional_%,entry,stop_loss,target1,target2,risk_reward,rr_pass,suggested_shares,position_value,covered_call,cash_secured_put
ON,ON Semiconductor Corporation,69.3,A,17.2,28.6,1.0,2.55,2,-4.6,-15.0,Technology,moderate,down -4.6% today; uptrend intact (above EMA200); 29% upside to target; limited dip history,high short interest (11%); high beta (2.0); golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,Medium,39.6,-4.6,-25.4,6.06,,88.27,77.11,103.15,113.52,1.33,False,22.0,1941.94,Sell 2026-07-17 $89 call ~$1.77 (732% ann.),Sell 2026-07-17 $88 put ~$1.91 (792% ann.)
HBM,Hudbay Minerals Inc.,66.8,A,50.6,59.5,1.0,13.67,3,-26.6,-18.0,Basic Materials,strong,down -5.3% today; 60% upside to target; historically bounced 100% of 3 similar dips (avg +13.7%),high beta (2.3); strong-buy consensus; golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,High,38.6,-5.3,-28.5,2.37,,20.82,18.67,23.69,33.21167,1.33,False,116.0,2415.12,Sell 2026-07-17 $22 call ~$0.07 (131% ann.),Sell 2026-07-17 $20 put ~$0.12 (228% ann.)
VSH,"Vishay Intertechnology, Inc.",66.3,C,-4.9,-8.1,0.5,-1.19,2,33.0,22.7,Technology,moderate,down -8.5% today; uptrend intact (above EMA200); limited dip history,high short interest (15%); trades above analyst target; negative free cash flow; golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,Medium,31.1,-8.5,-38.6,3.19,,37.01,29.96,46.41,34.0,1.33,False,35.0,1295.35,Sell 2026-07-17 $40 call ~$0.28 (271% ann.),Sell 2026-07-17 $35 put ~$0.33 (339% ann.)
AMKR,"Amkor Technology, Inc.",65.2,B,13.0,21.7,1.0,3.08,2,-15.4,-25.7,Technology,moderate,down -5.2% today; uptrend intact (above EMA200); 22% upside to target; limited dip history,high short interest (15%); negative free cash flow; high beta (2.2); golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,Medium,40.3,-5.2,-26.0,7.07,,64.09,54.68,76.64,78.0,1.33,False,26.0,1666.34,Sell 2026-07-17 $65 call ~$1.55 (883% ann.),Sell 2026-07-17 $60 put ~$0.35 (213% ann.)
AA,Alcoa Corporation,64.4,C,16.7,41.7,0.5,-0.14,4,-37.1,-28.4,Basic Materials,,"down -3.4% with upside signals, but history is against it (bounced only 50% of 4 dips)",earnings in 0d; golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,Low,28.6,-3.4,-25.3,12.65,,46.94,42.72,52.56,66.525,1.33,False,59.0,2769.46,Sell 2026-07-17 $47 call ~$1.59 (1240% ann.),Sell 2026-07-17 $46 put ~$1.40 (1099% ann.)
ALB,Albemarle Corporation,63.4,B,28.8,72.0,0.571,-0.23,7,-46.6,-37.9,Basic Materials,,"down -4.7% with upside signals, but history is against it (bounced only 57% of 7 dips)",golden-cross regime; R:R 1.33 below 1.5 floor,Accumulate,Low,26.2,-4.7,-28.4,5.49,,118.88,108.79,132.34,204.464,1.33,False,24.0,2853.12,Sell 2026-07-17 $119 call ~$2.67 (820% ann.),Sell 2026-07-17 $118 put ~$1.09 (337% ann.)
ORCL,Oracle Corporation,62.5,B,59.8,99.7,1.0,5.0,2,-36.5,-46.9,Technology,moderate,down -4.8% today; 100% upside to target; limited dip history,near 52-week low (support test / falling knife); high leverage (D/E 389%); negative free cash flow; R:R 1.33 below 1.5 floor,Accumulate,Medium,27.8,-4.8,-32.8,67.36,,126.1,113.49,142.91,251.8495,1.33,False,19.0,2395.9,Sell 2026-07-17 $127 call ~$1.69 (488% ann.),Sell 2026-07-17 $126 put ~$1.52 (442% ann.)
FPS,"Forgent Power Solutions, Inc.",61.9,C,31.6,52.7,0.0,0.0,0,7.3,9.9,Industrials,moderate,down -7.9% today; 53% upside to target; limited dip history,high short interest (28%); strong-buy consensus; R:R 1.33 below 1.5 floor,Accumulate,Medium,31.3,-7.9,-33.9,1.2,,39.24,33.52,46.85,59.9,1.33,False,43.0,1687.32,Sell 2026-07-17 $40 call ~$0.80 (744% ann.),Sell 2026-07-17 $35 put ~$0.07 (78% ann.)
RXT,"Rackspace Technology, Inc.",59.6,F,15.0,18.8,0.6,12.28,10,176.7,166.4,Technology,strong,down -7.3% today; uptrend intact (above EMA200); 19% upside to target; historically bounced 60% of 10 similar dips (avg +12.3%),high short interest (21%); small cap (thinner liquidity); high beta (3.0); golden-cross regime; R:R 1.34 below 1.5 floor,Hold,High,40.4,-7.3,-33.6,2.7,,4.12,2.67,6.07,4.9,1.34,False,172.0,708.64,Sell 2026-07-17 $4 call ~$0.08 (664% ann.),Sell 2026-07-17 $4 put ~$0.15 (1369% ann.)
SLQT,"SelectQuote, Inc.",59.5,A,125.0,312.6,0.545,-0.3,11,-9.0,-10.3,Financial Services,,no meaningful dip today,small cap (thinner liquidity); R:R 1.36 below 1.5 floor,Hold,Low,40.9,-0.9,-26.5,1.64,,0.74,0.63,0.89,3.0625,1.36,False,2272.0,1681.28,Sell 2026-07-17 $1 call ~$0.03 (1229% ann.),Sell 2026-07-17 $0 put ~$0.12 (9125% ann.)
GRABW,Grab Holdings Limited Warrant,58.2,A,,,0.333,-0.07,12,-75.8,,,,"down -5.9% but no upside signal (below EMA200, <10% target upside)",near 52-week low (support test / falling knife),Hold,Low,31.8,-5.9,-36.0,3.55,,0.03,0.03,0.04,,,False,,,,
LEGN,Legend Biotech Corporation,57.8,D,121.2,145.2,0.667,6.32,3,-17.3,-19.4,Healthcare,,no meaningful dip today,high short interest (16%); negative free cash flow; golden-cross regime; R:R 1.33 below 1.5 floor,Hold,High,29.1,-1.5,-32.0,1.14,,22.69,20.09,26.16,55.63333,1.33,False,96.0,2178.24,Sell 2026-07-17 $25 call ~$0.50 (804% ann.),Sell 2026-07-17 $22 put ~$0.50 (811% ann.)
SOLS,Solstice Advanced Materials Inc,57.5,C,23.5,39.2,0.0,0.0,0,-34.5,-25.9,Basic Materials,moderate,down -2.4% today; 39% upside to target; limited dip history,R:R 1.33 below 1.5 floor,Hold,Medium,30.3,-2.4,-28.7,3.98,,59.54,53.12,68.1,82.85714,1.33,False,38.0,2262.52,Sell 2026-07-17 $60 call ~$1.00 (613% ann.),Sell 2026-07-17 $55 put ~$0.25 (166% ann.)
LESL,"Leslie's, Inc.",56.9,D,-1.6,-3.9,0.421,-6.33,19,51.9,60.0,Consumer Cyclical,,"down -5.4% but no upside signal (below EMA200, <10% target upside)",high short interest (15%); trades above analyst target; small cap (thinner liquidity); golden-cross regime; R:R 1.33 below 1.5 floor,Hold,Low,30.1,-5.4,-60.1,1.22,,2.81,0.82,5.46,2.7,1.33,False,125.0,351.25,Sell 2026-07-17 $5 call ~$0.35 (4546% ann.),Sell 2026-07-17 $2 put ~$0.05 (730% ann.)
GLXY,Galaxy Digital Inc.,56.3,D,46.4,81.3,0.5,2.45,2,-22.7,-24.0,Financial Services,moderate,down -7.3% today; 81% upside to target; limited dip history,high short interest (17%); high beta (3.6); golden-cross regime; R:R 1.33 below 1.5 floor,Hold,Medium,34.7,-7.3,-31.3,58.71,,22.79,19.44,27.25,41.3125,1.33,False,74.0,1686.46,Sell 2026-07-17 $24 call ~$0.37 (593% ann.),Sell 2026-07-17 $22 put ~$0.38 (608% ann.)
SPCX,Space Exploration Technologies ,54.1,C,32.8,81.9,0.0,0.0,0,,,,,no meaningful dip today,near 52-week low (support test / falling knife); R:R 1.33 below 1.5 floor,Hold,Low,71.0,-0.7,-36.4,19.3,,134.39,112.96,162.96,244.5,1.33,False,11.0,1478.29,Sell 2026-07-17 $135 call ~$2.77 (754% ann.),Sell 2026-07-17 $134 put ~$2.27 (620% ann.)
HTZ,"Hertz Global Holdings, Inc",53.9,F,47.0,134.3,0.5,0.53,10,-83.6,-81.0,Industrials,,no meaningful dip today,high short interest (72%); near 52-week low (support test / falling knife); negative free cash flow; small cap (thinner liquidity); high beta (2.2); R:R 1.34 below 1.5 floor,Hold,Low,22.6,-0.5,-62.1,8.7,,1.89,1.48,2.44,4.42857,1.34,False,609.0,1151.01,Sell 2026-07-17 $2 call ~$0.03 (483% ann.),Sell 2026-07-17 $2 put ~$0.01 (122% ann.)
IONS,"Ionis Pharmaceuticals, Inc.",53.9,F,24.2,70.1,1.0,14.07,1,-34.7,-36.8,Healthcare,,no meaningful dip today,high short interest (14%); high leverage (D/E 531%); negative free cash flow; R:R 1.33 below 1.5 floor,Hold,Low,24.2,0.0,-25.1,1.06,,54.73,49.51,61.69,93.09524,1.33,False,47.0,2572.31,Sell 2026-07-17 $55 call ~$0.95 (634% ann.),Sell 2026-07-17 $50 put ~$0.05 (36% ann.)
VATE,INNOVATE Corp.,53.4,D,,,0.636,13.35,11,-24.8,-22.3,Industrials,,no meaningful dip today,small cap (thinner liquidity); high beta (2.3); golden-cross regime; R:R 1.33 below 1.5 floor,Hold,Medium,26.9,-1.1,-46.5,1.34,,9.24,6.82,12.47,,1.33,False,103.0,951.72,,
CRWV,"CoreWeave, Inc.",51.9,F,31.9,93.9,0.5,-2.45,2,-45.9,-56.3,Technology,moderate,down -5.8% today; 94% upside to target; limited dip history,high short interest (27%); high leverage (D/E 739%); negative free cash flow; golden-cross regime; R:R 1.33 below 1.5 floor,Hold,Low,31.5,-5.8,-37.9,6.23,,72.64,61.59,87.36,140.84848,1.33,False,22.0,1598.08,Sell 2026-07-17 $74 call ~$1.19 (601% ann.),Sell 2026-07-17 $72 put ~$1.42 (715% ann.)
NEGG,"Newegg Commerce, Inc.",51.6,D,,,0.231,-4.47,13,-76.3,-68.2,Consumer Cyclical,,no meaningful dip today,high short interest (28%); near 52-week low (support test / falling knife); small cap (thinner liquidity); high beta (3.5); R:R 1.33 below 1.5 floor,Hold,Low,27.0,-1.0,-25.5,1.4,,13.56,11.56,16.21,,1.33,False,125.0,1695.0,,
CLF,Cleveland-Cliffs Inc.,51.4,F,3.6,9.6,0.5,1.03,6,-8.7,-0.1,Basic Materials,,"down -2.2% but no upside signal (below EMA200, <10% target upside)",earnings in 6d; high short interest (14%); negative free cash flow; high beta (2.1); R:R 1.32 below 1.5 floor,Hold,Low,38.1,-2.2,-27.4,18.9,,9.64,8.79,10.76,10.56,1.32,False,294.0,2834.16,Sell 2026-07-17 $10 call ~$0.08 (284% ann.),Sell 2026-07-17 $10 put ~$0.10 (403% ann.)
OPTU,"Optimum Communications, Inc.",47.9,D,12.3,31.1,0.429,-2.09,7,-53.8,-43.1,Communication Services,,"down -4.5% with upside signals, but history is against it (bounced only 43% of 7 dips)",high short interest (30%); small cap (thinner liquidity); R:R 1.32 below 1.5 floor,Hold,Low,38.6,-4.5,-29.7,8.5,,0.91,0.63,1.28,1.18889,1.32,False,892.0,811.72,Sell 2026-07-17 $1 call ~$0.03 (1006% ann.),Sell 2026-07-17 $0 put ~$0.03 (1825% ann.)
FLNC,"Fluence Energy, Inc.",47.4,F,10.3,30.4,0.545,1.36,11,6.2,14.9,Utilities,moderate,down -6.3% today; 30% upside to target; bounce history mixed (55% of 11),high short interest (39%); negative free cash flow; high beta (2.8); golden-cross regime; R:R 1.33 below 1.5 floor,Hold,Low,35.5,-6.3,-39.8,2.58,,14.4,11.32,18.49,18.77778,1.33,False,81.0,1166.4,Sell 2026-07-17 $15 call ~$0.38 (951% ann.),Sell 2026-07-17 $14 put ~$0.25 (652% ann.)
PSNY,Polestar Automotive Holding UK ,46.9,F,7.6,14.6,0.833,7.53,18,-27.2,-19.2,Consumer Cyclical,,no meaningful dip today,negative free cash flow; golden-cross regime; R:R 1.34 below 1.5 floor,Hold,Medium,32.6,1.6,-25.3,3.06,,15.27,13.17,18.08,17.5,1.34,False,119.0,1817.13,Sell 2026-07-17 $18 call ~$0.20 (478% ann.),Sell 2026-07-17 $15 put ~$0.45 (1095% ann.)
ACDC,ProFrac Holding Corp.,46.6,F,0.5,0.8,0.714,14.94,7,-27.5,-23.0,Energy,,"down -3.0% but no upside signal (below EMA200, <10% target upside)",small cap (thinner liquidity); golden-cross regime; R:R 1.33 below 1.5 floor,Hold,Medium,37.8,-3.0,-26.1,1.79,,4.85,4.19,5.73,4.89,1.33,False,378.0,1833.3,Sell 2026-07-17 $5 call ~$0.30 (2258% ann.),Sell 2026-07-17 $3 put ~$0.05 (608% ann.)
JELD,"JELD-WEN Holding, Inc.",39.8,F,11.8,36.4,0.417,-3.68,12,-21.9,-19.4,Industrials,,no meaningful dip today,high short interest (11%); high leverage (D/E 11549%); negative free cash flow; small cap (thinner liquidity); high beta (2.1); R:R 1.35 below 1.5 floor,Reduce,Low,38.2,2.5,-33.5,3.16,,1.21,0.98,1.52,1.65,1.35,False,1086.0,1314.06,Sell 2026-07-17 $2 call ~$0.10 (3017% ann.),Sell 2026-07-17 $1 put ~$0.12 (4562% ann.)
TEAD,Teads Holding Co.,39.3,F,13.6,43.4,0.556,-2.09,9,2.4,13.0,Communication Services,,no meaningful dip today,high leverage (D/E 1300%); negative free cash flow; small cap (thinner liquidity); golden-cross regime; R:R 1.28 below 1.5 floor,Reduce,Low,41.2,-1.2,-29.7,1.28,,0.84,0.66,1.07,1.2,1.28,False,1388.0,1165.92,Sell 2026-07-17 $2 call ~$0.05 (2181% ann.),
MERC,Mercer International Inc.,38.0,F,18.5,54.0,0.455,3.51,11,-51.7,-43.1,Basic Materials,,no meaningful dip today,negative free cash flow; small cap (thinner liquidity); R:R 1.45 below 1.5 floor,Reduce,Low,41.5,11.1,-28.9,1.85,,0.63,0.52,0.79,0.975,1.45,False,2272.0,1431.36,Sell 2026-07-17 $1 call ~$0.05 (2882% ann.),
NFE,New Fortress Energy Inc.,36.6,F,12.8,41.6,0.5,9.22,16,-54.1,-49.6,Energy,moderate,down -5.1% today; 42% upside to target; bounce history mixed (50% of 16),high short interest (18%); near 52-week low (support test / falling knife); negative free cash flow; small cap (thinner liquidity); R:R 1.33 below 1.5 floor,Reduce,Low,37.5,-5.1,-33.3,1.26,,0.35,0.29,0.43,0.5,1.33,False,4166.0,1458.1,Sell 2026-07-17 $0 call ~$0.03 (2584% ann.),
